# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
55,4,decrease,verb,줄어들다,Sales decreased last month.,Will the price decrease soon?,NGSL
55,4,editor,noun,편집자,She is the editor of a magazine.,The editor changed my title.,NGSL
55,4,normally,adverb,평소에,I normally get up at seven.,Do you normally walk to work?,NGSL
55,4,sight,noun,시력,My father is slowly losing his sight.,His sight got worse with age.,NGSL
55,4,deny,verb,부인하다,He denied taking the money.,Why do you deny it?,NGSL
55,5,basically,adverb,기본적으로,"Basically, the plan is simple.",We are basically ready to go.,NGSL
55,5,violence,noun,폭력,Our school has a rule against violence.,The teacher said violence solves nothing.,NGSL
55,5,mainly,adverb,주로,I mainly work from home.,The shop sells mainly old books.,NGSL
55,5,manner,noun,방식,She spoke in a quiet manner.,Do it in the usual manner.,NGSL
55,5,occasion,noun,특별한 날,We drink wine only on special occasions.,What is the occasion for the party?,NGSL
55,6,familiar,adjective,익숙한,Her face looks familiar to me.,Are you familiar with this software?,NGSL
55,6,ignore,verb,무시하다,Please ignore the noise outside.,Why did you ignore my message?,NGSL
55,6,locate,verb,위치를 찾다,Can you locate the nearest hospital?,We located the lost dog quickly.,NGSL
55,6,citizen,noun,시민,Every citizen has the right to vote.,Are you a citizen of this country?,NGSL
55,6,belief,noun,믿음,Her belief in him never changed.,What is your belief about this?,NGSL
55,7,troop,noun,병력,The troops returned home last week.,How many troops were sent there?,NGSL
55,7,technical,adjective,기술적인,We had a technical problem with the computer.,Is this a technical question?,NGSL
55,7,remind,verb,생각나게 하다,Please remind me to call my mother.,This song reminds me of summer.,NGSL
55,7,arrangement,noun,준비,We made arrangements for the trip.,Who made the arrangements for dinner?,NGSL
55,7,fairly,adverb,꽤,The test was fairly easy.,"It is fairly cold today, isn't it?",NGSL
56,1,participate,verb,참여하다,Everyone can participate in the game.,Did you participate in the discussion?,NGSL
56,1,tough,adjective,힘든,It was a tough decision to make.,Was the test tough for you?,NGSL
56,1,fee,noun,요금,The fee for the class is fifty dollars.,Is there a fee to enter the park?,NGSL
56,1,proper,adjective,적절한,You need the proper tools for this job.,Is this the proper way to do it?,NGSL
56,1,afford,verb,살 여유가 있다,I can't afford a new car.,Can we afford this house?,NGSL
56,2,description,noun,설명,Give me a description of the house.,Her description of the man was clear.,NGSL
56,2,confidence,noun,자신감,She speaks with great confidence.,How can I build confidence?,NGSL
56,2,complain,verb,불평하다,He always complains about the food.,Why do you complain so much?,NGSL
56,2,error,noun,오류,I found an error in the report.,Was it a computer error?,NGSL
56,2,arrest,verb,체포하다,The police arrested the driver.,Why was he arrested last night?,NGSL
56,3,register,verb,등록하다,Did you register for the course?,You must register by next week.,NGSL
56,3,signal,noun,신호,The phone signal is bad here.,Did you see the traffic signal?,NGSL
56,3,explore,verb,탐험하다,We explored the island by boat.,Do you want to explore the city?,NGSL
56,3,leadership,noun,리더십,The team needs strong leadership.,Her leadership helped the company grow.,NGSL
56,3,hire,verb,고용하다,The company hired ten new workers.,Did they hire you?,NGSL
56,4,literature,noun,문학,She studies literature at university.,Do you enjoy reading literature?,NGSL
56,4,victim,noun,피해자,The victim was taken to the hospital.,Police talked to the victim yesterday.,NGSL
56,4,threaten,verb,위협하다,Did anyone threaten you?,He threatened to call the police.,NGSL
56,4,secure,adjective,안전한,Is your home secure at night?,Keep your money in a secure place.,NGSL
56,4,amaze,verb,놀라게 하다,Your work amazes me every time.,The city lights amazed the children.,NGSL
56,5,device,noun,장치,Turn off your device before the test.,What device do you use to read?,NGSL
56,5,expense,noun,비용,Travel is a big expense for us.,We must cut our expenses this year.,NGSL
56,5,recommendation,noun,추천,Thank you for your recommendation.,Can you give me a hotel recommendation?,NGSL
56,5,rank,noun,순위,Our team's rank went up this week.,What is your rank in the class?,NGSL
56,5,typical,adjective,전형적인,This is a typical family dinner.,What does a typical day look like?,NGSL
56,6,resident,noun,주민,Residents of the town met last night.,Are you a resident of this city?,NGSL
56,6,concentrate,verb,집중하다,I cannot concentrate with this noise.,Please concentrate on your work now.,NGSL
56,6,plenty,pronoun,충분한 양,We have plenty of time today.,Is there plenty of food for everyone?,NGSL
56,6,entirely,adverb,완전히,I entirely agree with you.,The house is entirely made of wood.,NGSL
56,6,strongly,adverb,강하게,I strongly believe she is right.,Do you feel strongly about this?,NGSL
56,7,graduate,verb,졸업하다,My sister graduated from college last year.,When will you graduate from school?,NGSL
56,7,brand,noun,브랜드,Which brand of phone do you use?,This brand makes good shoes.,NGSL
56,7,insist,verb,고집하다,She insisted on paying for dinner.,Why do you insist on walking?,NGSL
56,7,combination,noun,조합,Red and white is a nice combination.,What combination of colors do you like?,NGSL
56,7,master,noun,달인,He is a master of the game.,A true master makes it look easy.,NGSL
57,1,definitely,adverb,확실히,I will definitely come to your party.,Is this definitely the right road?,NGSL
57,1,session,noun,진행 시간,The training session starts at nine.,Did you enjoy the morning session?,NGSL
57,1,grade,noun,성적,She got a good grade in science.,What grade did you get on the test?,NGSL
57,1,predict,verb,예측하다,Nobody can predict the weather next week.,Can you predict who will win?,NGSL
57,1,previously,adverb,이전에,She previously worked at a bank.,Had you previously visited this city?,NGSL
57,2,protection,noun,보호,This wall gives good protection from wind.,Children need protection from the hot sun.,NGSL
57,2,wed,verb,결혼하다,They will wed next spring.,The couple wed in a small church.,NGSL
57,2,rent,noun,집세,The rent is due next week.,How much rent do you pay?,NGSL
57,2,appearance,noun,외모,She cares a lot about her appearance.,His appearance changed after the long trip.,NGSL
57,2,reasonable,adjective,합리적인,That is a reasonable price for shoes.,Is it reasonable to wait one more day?,NGSL
57,3,guarantee,verb,보장하다,I cannot guarantee the weather will be nice.,Do they guarantee this phone for two years?,NGSL
57,3,theme,noun,주제,The theme of the party was the sea.,What is the main theme of the book?,NGSL
57,3,odd,adjective,이상한,It is odd that he is late.,Did you notice anything odd about him?,NGSL
57,3,loan,noun,대출,She got a loan to buy a car.,How long is the loan for?,NGSL
57,3,definition,noun,정의,Look up the definition of this word.,What is the definition of success?,NGSL
57,4,atmosphere,noun,분위기,The restaurant has a warm atmosphere.,Did you like the atmosphere at the concert?,NGSL
57,4,comparison,noun,비교,Here is a comparison of the two phones.,"In comparison, the old car was slow.",NGSL
57,4,license,noun,면허증,You need a license to drive here.,Did you bring your driving license?,NGSL
57,4,rely,verb,의지하다,You can always rely on your friends.,Do you rely on the bus every day?,NGSL
57,4,succeed,verb,성공하다,She worked hard and finally succeeded.,Will the new plan succeed this time?,NGSL
57,5,permit,verb,허용하다,Smoking is not permitted in this building.,Do they permit dogs in the park?,NGSL
57,5,seriously,adverb,진지하게,We talked seriously about our future.,Did they take your idea seriously?,NGSL
57,5,unique,adjective,독특한,Each child has a unique voice.,What makes this place so unique?,NGSL
57,5,practical,adjective,실용적인,She gave me some practical advice.,Is this plan really practical?,NGSL
57,5,youth,noun,젊은 시절,He played football in his youth.,Did you travel much in your youth?,NGSL
57,6,expectation,noun,기대,The film met all my expectations.,What are your expectations for this year?,NGSL
57,6,cast,noun,출연진,The cast of the film was excellent.,Did you meet the whole cast?,NGSL
57,6,journey,noun,여정,The journey took about three hours.,Did you enjoy your journey home?,NGSL
57,6,relief,noun,안도,What a relief to be home!,She felt great relief after the test.,NGSL
57,6,debt,noun,빚,He paid off his debt last year.,Are you still in debt?,NGSL
57,7,honor,noun,명예,He is a man of honor.,She brought great honor to her school.,NGSL
57,7,blame,verb,탓하다,Don't blame me for the broken window.,She blamed the weather for the delay.,NGSL
57,7,explanation,noun,설명,His explanation was clear and simple.,Can you give me an explanation?,NGSL
57,7,musical,adjective,음악의,She comes from a musical family.,He plays many musical instruments.,NGSL
57,7,recover,verb,회복하다,He recovered quickly after the operation.,Did she recover from her cold?,NGSL
58,1,retire,verb,은퇴하다,My father will retire next year.,When did your teacher retire?,NGSL
58,1,suitable,adjective,알맞은,This film is suitable for children.,Is this dress suitable for the party?,NGSL
58,1,native,adjective,모국의,She speaks her native language at home.,He returned to his native town.,NGSL
58,1,witness,noun,목격자,The witness saw the car accident.,Were there any witnesses to the crime?,NGSL
58,1,researcher,noun,연구원,The researcher studied the new drug.,Many researchers work at this university.,NGSL
58,2,ordinary,adjective,평범한,It was just an ordinary day.,Ordinary people cannot afford this car.,NGSL
58,2,selection,noun,선택,The shop has a wide selection of shoes.,The team selection was announced today.,NGSL
58,2,mental,adjective,정신적인,Exercise is good for mental health.,She has great mental strength.,NGSL
58,2,participant,noun,참가자,Every participant received a small gift.,How many participants joined the race?,NGSL
58,2,vision,noun,시력,My vision is getting worse with age.,Glasses can improve your vision.,NGSL
58,3,personality,noun,성격,She has a warm personality.,His personality changed after college.,NGSL
58,3,entry,noun,입장,Entry to the museum is free today.,How much is the entry fee?,NGSL
58,3,fellow,adjective,동료의,She helped her fellow students.,He talked with his fellow workers.,NGSL
58,3,chemical,adjective,화학의,The factory makes chemical products.,We did a chemical experiment at school.,NGSL
58,3,capture,verb,붙잡다,The police captured the man last night.,Did they capture the wild animal?,NGSL
58,4,peak,noun,정점,Sales reached their peak in summer.,Is this the peak of your career?,NGSL
58,4,chairman,noun,의장,The chairman spoke first.,Who is the new chairman?,NGSL
58,4,disappear,verb,사라지다,The cat disappeared under the bed.,Where did my keys disappear to?,NGSL
58,4,constant,adjective,끊임없는,The baby needs constant care.,Is the noise constant all day?,NGSL
58,4,instruction,noun,지시,Please follow the instructions carefully.,Did you read the instructions first?,NGSL
58,5,ideal,adjective,이상적인,This is the ideal place for lunch.,What is your ideal weekend like?,NGSL
58,5,folk,noun,사람들,The folks next door are friendly.,Do young folks still read newspapers?,NGSL
58,5,surely,adverb,분명히,Surely you remember her name?,He will surely come tomorrow.,NGSL
58,5,somewhat,adverb,약간,The test was somewhat difficult.,He seemed somewhat tired today.,NGSL
58,5,presentation,noun,발표,Her presentation was clear and short.,When is your presentation tomorrow?,NGSL
58,6,compete,verb,경쟁하다,Small shops compete with big stores.,Will you compete in the race?,NGSL
58,6,faith,noun,믿음,She has great faith in her team.,Do you have faith in him?,NGSL
58,6,reserve,verb,예약하다,I reserved a table for two.,Did you reserve a room already?,NGSL
58,6,complaint,noun,불만,The manager received a complaint today.,Do you have any complaints about the service?,NGSL
58,6,bore,verb,지루하게 하다,Long speeches bore most people.,Does this movie bore you?,NGSL
58,7,mission,noun,임무,The team completed its mission early.,What is the mission of this group?,NGSL
58,7,somehow,adverb,어떻게든,We somehow finished the work on time.,Somehow she found the right door.,NGSL
58,7,tone,noun,어조,Her tone was warm and friendly.,Why did his tone change suddenly?,NGSL
58,7,formal,adjective,격식 있는,Wear formal clothes to the party.,Is this a formal meeting or not?,NGSL
58,7,religion,noun,종교,Every religion has its own traditions.,What religion does your family follow?,NGSL
59,1,employer,noun,고용주,My employer pays me every month.,Did your employer give you a holiday?,NGSL
59,1,reject,verb,거절하다,The company rejected my application.,Why did she reject his offer?,NGSL
59,1,ban,verb,금지하다,The city banned smoking in parks.,Should schools ban phones in class?,NGSL
